contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
15,Boston Bruins vs. Edmonton Oilers,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/boston-bruins-vs-edmonton-oilers-boston-massachusetts-01-07-2025/event/010060D9D4B87315,4.887905597686768
16,Boston Bruins vs. San Jose Sharks,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/boston-bruins-vs-san-jose-sharks-boston-massachusetts-01-20-2025/event/010060D9D4C2731E,4.887905597686768
17,Boston Bruins vs. Vegas Golden Knights,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/boston-bruins-vs-vegas-golden-knights-boston-massachusetts-02-08-2025/event/010060D9D4E07356,4.887905597686768
18,Hockey East Final,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/hockey-east-final-boston-massachusetts-03-21-2025/event/01006179A3731EA2,4.887905597686768
19,Boston Bruins vs. Ottawa Senators,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/boston-bruins-vs-ottawa-senators-boston-massachusetts-01-23-2025/event/010060D9D4C67320,4.887905597686768
20,Boston Bruins vs. Tampa Bay Lightning,event,"42.365841, -71.060724",2024-12-07 23:32:45,Ticketmaster,Hockey,,,https://www.ticketmaster.com/boston-bruins-vs-tampa-bay-lightning-boston-massachusetts-01-14-2025/event/010060D9D4BD731A,4.887905597686768
21,Bastille Day Street Dance,A street party of global proportions with live music by three of the French-speaking world's biggest groups! Dance to the sounds of Ricardo Lemvo + Makina...,"53 Marlborough St, Boston, MA 02116",2007-07-14 18:30:00,Yelp,music,USD,30,https://www.yelp.com/events/boston-bastille-day-street-dance?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
22,Bastille Night 2007,Celebrate Bastille night in style at Louis Boston. Dance to international house music and enjoy complimentary hors d'oeuvres.,"60 Northern Ave, Boston, MA 02210",2007-07-14 19:00:00,Yelp,music,USD,20,https://www.yelp.com/events/boston-bastille-night-2007?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
23,Dancing on the Charles!,There's really nothing better than drinking a cold beer outside on a balmy night except dancing outdoors with a view of the water and the tickle of a cool...,"55 Greenough Blvd, Cambridge, MA 02138",2007-07-14 19:00:00,Yelp,nightlife,USD,5,https://www.yelp.com/events/cambridge-dancing-on-the-charles?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
24,Forest Hills Cemetery Lantern Festival,9th Annual Lantern Festival  Join us for a moving memorial ceremony inspired by Buddhist rituals. Inscribe a lantern with a personal message to family or...,"95 Forest Hills Ave, Jamaica Plain, MA 02130",2007-07-12 18:00:00,Yelp,other,USD,10,https://www.yelp.com/events/jamaica-plain-forest-hills-cemetery-lantern-festival?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
25,Boston Derby Dames Southie Summer Scrimmages,The Boston Derby Dames will be scrimmaging each other on Sundays from 6-8 pm weather provided. That does not mean that we will provide the weather as much...,"Boston, MA",2007-07-15 18:00:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/boston-boston-derby-dames-southie-summer-scrimmages?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
26,Lick It Good - Office Hours,"N00bs, old school Yelp stalwarts, come hang! I'll be around to answer anything your little hearts desire. What is this new feature and how do we use it?...","159 First St, Cambridge, MA 02142",2007-07-11 18:00:00,Yelp,other,USD,,https://www.yelp.com/events/cambridge-lick-it-good-office-hours?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
27,Tuesday Night Movies at Middlesex Fells,G-rated family movies are played at sundown starting tonight (Tuesday) and going through the end of August. For the North 'burbs crowd these are the same...,"78 Stone Pl, Melrose, MA 02176",2007-07-10 19:00:00,Yelp,kids-family,USD,,https://www.yelp.com/events/melrose-tuesday-night-movies-at-middlesex-fells?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
28,WBOS Summer Concerts at Copley Square Park,This free concert series starts with Brandi Carlile on 7/12 and runs through August on Thursdays.,"Copley Square, Boston, MA 02116",2007-07-12 17:30:00,Yelp,performing-arts,USD,,https://www.yelp.com/events/boston-wbos-summer-concerts-at-copley-square-park?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
29,Free Thursday Night Movies in Davis Square,"Free movies old and new(ish) every Thursday night this summer, right by Davis Square. Bring a blanket and a friend!   Note: they start at ""dusk"" at Seven...","Davis Square, Somerville, MA 02144",2007-07-12 19:00:00,Yelp,film,USD,,https://www.yelp.com/events/somerville-free-thursday-night-movies-in-davis-square-1?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
30,Beer Tasting: beers with unconventional ingredients,"Taste beer for free, schmooze with other people, maybe even eat cheese and crackers. Oh, and expand your beer snob credibility.  I hear that they will...","1436 Commonwealth Ave, Brighton, MA 02135",2007-07-13 17:00:00,Yelp,other,USD,,https://www.yelp.com/events/brighton-beer-tasting-beers-with-unconventional-ingredients?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
31,DrinkCraftBeer.com: Free Beer Tasting @ Bauer Wine and Spirits on Newbury St,Hi all!  It's time for our third beer tasting down at Bauer Wine and Spirits on Newbury St. Its officially summer now and its time we presented you with...,"330 Newbury St, Boston, MA 02115",2007-07-19 17:00:00,Yelp,other,USD,,https://www.yelp.com/events/boston-drinkcraftbeer-com-free-beer-tasting-bauer-wine-and-spirits-on-newbury-st?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
32,Kerouac Pubs of Lowell Tour,"Mike Wurm, volunteer coordinator at the Lowell National Park, is offering a guided tour of Kerouac's favorite hometown watering holes. Kicking off at...","110 Gorham St, Lowell, MA 01852",2007-07-14 17:00:00,Yelp,nightlife,USD,,https://www.yelp.com/events/lowell-kerouac-pubs-of-lowell-tour?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
33,Thunderdome 6,"Yes Yes Yes... Thunderdome is back. The craziest new-electro dance-off you can find in New England - and bang in Central Sq.  Lots of wood-panelling, lots...","Greek American Political Club, 288 Green St, Cambridge, MA 02139",2007-07-13 22:00:00,Yelp,music,USD,7,https://www.yelp.com/events/cambridge-thunderdome-6?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
34,Twilight skyline viewing at Fort Independence,"Every Thursday evening in July and August, the confines of historic Fort Independence open for twilight walks along the ramparts as the sun sinks below the...","2010 William J Day Blvd, Boston, MA 02127",2007-07-12 19:00:00,Yelp,other,USD,,https://www.yelp.com/events/boston-twilight-skyline-viewing-at-fort-independence?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
35,Deerhunter and Keith Fullerton Whitman @ ICA,"From the ICA web site:  This five-member band from Atlanta, Georgia, formed in 2001, combines garage rock influences with ambient and experimental...","25 Harbor Shore Dr, Boston, MA 02210",2007-07-12 19:00:00,Yelp,music,USD,15,https://www.yelp.com/events/boston-deerhunter-and-keith-fullerton-whitman-ica?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
36,Rock & Blues Cruise!,"This rockin' harbor cruise features "" The Ramoniacs"" - The ultimate ""Ramones"" experience, plus special guests "" Muck & The Mires"".   Meet the group...","160 Milk St, Boston, MA 02109",2007-07-14 17:30:00,Yelp,nightlife,USD,,https://www.yelp.com/events/boston-rock-and-blues-cruise?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
37,Sunset River Ride!,"Join BSSC and meet us in Brighton with your road bike and helmet for a leisurely ride along the Charles River, Watertown, Cambridge and Boston. We'll bike a...","70 Leo M Birmingham Pkwy, Boston, MA",2007-07-13 18:00:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/boston-sunset-river-ride?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
38,Charles River Canoe & Pizza,Join BSSC for an evening paddle on the Charles River is the perfect ending for a summer weekend! Members & friends will be treated to a casual canoe tour up...,"Newton, MA",2007-07-15 16:30:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/newton-charles-river-canoe-and-pizza?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
39,BSSC Miller Lite Party @ Kitty O'Sheas,"Join BSSC and meet us at Kitty O'Shea's, 131 State Street in Boston, 8:00-10:00PM. There will be Miller Lite promotions and a chance to win a REMY ROAD TRIP...","131 State St, Boston, MA",2007-07-13 20:00:00,Yelp,nightlife,USD,,https://www.yelp.com/events/boston-bssc-miller-lite-party-kitty-o-sheas?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
40,2nd Annual Windfest at CBI,"Want to learn to windsurf for cheap? Already know how and would love to do it on the Charles with somebody else's gear?  Community Boating, Inc. its...","21 David G Mugar Way, Boston, MA 02114",2007-07-14 10:00:00,Yelp,sports-active-life,USD,10,https://www.yelp.com/events/boston-2nd-annual-windfest-at-cbi?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
41,Smartwater and America's Next Top Model Challenge,Sounds like a ton of fun...  If you are going through serious America's Next Top Model withdrawal and counting down the days until the ninth cycle of the...,"116 Boylston St, Boston, MA 02116",2007-07-19 18:00:00,Yelp,nightlife,USD,,https://www.yelp.com/events/boston-smartwater-and-americas-next-top-model-challenge?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
42,Mr. Butch Memorial Service,Starting with a candlelight vigil at Ritual & Regeneration and proceeding to Ringer Park.,"155 Harvard Ave, Allston, MA 02134",2007-07-16 20:00:00,Yelp,other,USD,,https://www.yelp.com/events/allston-mr-butch-memorial-service?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
43,Manny Mania at City Hall,"Sorry this is late, but sometimes you have no idea...  12 skate pros and 50 talented amateurs are showing their best tricks right now outside City Hall to...","1 City Hall Plaza, Boston, MA",2007-07-13 12:00:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/boston-manny-mania-at-city-hall?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
44,Xmortis Fashion Victims 3,"It is Friday the 13th. The latest in goth, industrial and fetish sulkily takes the floor. As Xmortis describe it - fabulous fashions, spooky shows, and...","10 Brookline St, Cambridge, MA 02139",2007-07-13 21:00:00,Yelp,fashion,USD,1000000,https://www.yelp.com/events/cambridge-xmortis-fashion-victims-3?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
45,"WBZ Free Friday Flicks: ""Over The Hedge""","Starting at ""sunset"" - which tonight is actually purported to take place promptly at 8:21... Grab the kids, a blanket, and some sugary sweets to keep up...","Boston, MA",2007-07-13 20:15:00,Yelp,kids-family,USD,,https://www.yelp.com/events/boston-wbz-free-friday-flicks-over-the-hedge?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
46,Summer Scotch Tasting,Quickly finish reading Scotch For Dummies so you can join Lorenzo Savona to discern the nuances between whiskey (I always thought that was a totally...,"154 Turnpike Rd, Southborough, MA 01772",2007-07-18 19:00:00,Yelp,food-and-drink,USD,40,https://www.yelp.com/events/southborough-summer-scotch-tasting?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
47,New England Sand Sculpting Festival at Revere Beach,The one weekend when Revere Beach displays a modicum of restraint and class.  Is it the transitory nature of their craft that so marginalizes sand...,"Blue Line, Revere Beach, Revere, MA 02151",2007-07-13 13:00:00,Yelp,other,USD,,https://www.yelp.com/events/revere-new-england-sand-sculpting-festival-at-revere-beach?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
48,"Free Movie - ""To Kill a Mockingbird""","Classic Gregory Peck for free, outside on a gorgeous night!   ""To Kill a Mockingbird,"" directed by Robert Mulligan, was released in 1962 and is based on...","Rowes Wharf, Boston, MA",2007-07-13 20:00:00,Yelp,film,USD,,https://www.yelp.com/events/boston-free-movie-to-kill-a-mockingbird?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
49,Hyde Park Artscene,"The Logan Square section of Fairmount Ave. is closed down for the evening and filled with close to 40 booths of artwork for sale, from jewelry and...","Hyde Park, MA",2007-07-14 17:00:00,Yelp,festivals-fairs,USD,,https://www.yelp.com/events/hyde-park-hyde-park-artscene?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
50,Celebra La Vida Con Salud Y Trova,"You are invited to visit the largest Hispanic Health Fair in Boston. Hosted by La Alianza Hispana in collaboration with Mayor Thomas M. Menino, this is the...","1 City Hall Plaza, Boston, MA",2007-07-15 13:00:00,Yelp,festivals-fairs,USD,,https://www.yelp.com/events/boston-celebra-la-vida-con-salud-y-trova?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
51,Port Huron Project 2: The Problem Is Civil Obedience,"Perhaps everything has been said before. That doesn't mean it's not worth repeating.  Howard Zinn stood on Boston Common on May 5, 1971, and said of the...","Boston, MA",2007-07-14 17:00:00,Yelp,performing-arts,USD,,https://www.yelp.com/events/boston-port-huron-project-2-the-problem-is-civil-obedience?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
52,NE King of the Blues,Tom Yates was the NE regional winner of the King of the Blues competition this year. Now he's out with his own band ripping it up. Grab some bodacious ribs...,"516 Adams St, Quincy, MA 02169",2007-07-14 21:00:00,Yelp,music,USD,,https://www.yelp.com/events/quincy-ne-king-of-the-blues?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
53,"""What Would Jesus Buy?: Fabulous Prayers in the Face of the Shopocalypse"" - Rev. Billy Talen","Who is Rev. Billy Talen, and why should you care? Well, Morgan Spurlock (Super Size Me) has made a documentary about him that debuted at this years SXSW, so...","1815 Mass Ave, Cambridge, MA 02140",2007-07-16 19:00:00,Yelp,lectures-books,USD,,https://www.yelp.com/events/cambridge-what-would-jesus-buy-fabulous-prayers-in-the-face-of-the-shopocalypse-rev-billy-talen?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
54,Mandy Moore,"Mandy Moore is sooooo hot!  Well, somebody is bound to say that at this free concert. Go check out Mandy Moore do what her PR team is selling as folk-rock...","800 Boylston St, Boston, MA",2007-07-16 12:30:00,Yelp,music,USD,,https://www.yelp.com/events/boston-mandy-moore?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
55,Ahmir (The Best R&B You Never Heard) 'The Gift' CD Release Party,"Show a local band some love. Leon Jones aka ""Mr. Jones"", K.C. Washington aka ""KC"", Michael McDonald aka ""Big Mike"", & Mark Robertson aka ""Sing-Sing"" have...","158 Brighton Ave, Allston, MA 02134",2007-07-16 21:00:00,Yelp,nightlife,USD,12,https://www.yelp.com/events/allston-ahmir-the-best-r-and-b-you-never-heard-the-gift-cd-release-party?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
56,"Lights, Camera, Action! Film Festival","""Lights, Camera, Action!"" is a 2 hour film event showcasing filmmakers from all around New England. The films range from thoughtful documentaries to...","355 Binney St, Cambridge, MA 02139",2007-07-16 19:00:00,Yelp,film,USD,10,https://www.yelp.com/events/cambridge-lights-camera-action-film-festival?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
57,US Sailing Team Fundraiser,"Are you going to the Beijing Olympics and petrified at the thought of being in a country with so many strangers? You can knock down the number of ""friends...","84 Beacon St, Boston, MA 02108",2007-07-17 18:00:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/boston-us-sailing-team-fundraiser?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
58,ipodapalooza @ redline,"With subtle teasers like ""Your Mp3's your way."" and ""Bring a 30min playlist and we'll play it!"" it might take a while to figure out where they're going with...","59 JFK St, Cambridge, MA 02138",2007-07-17 21:00:00,Yelp,nightlife,USD,,https://www.yelp.com/events/cambridge-ipodapalooza-redline?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
59,The Field - Real Stockholm Techno,"Axel Willner known in the music scene as ""The Field"" hails from the Swedish capital, making beautifully lush dance music. Willner splices his favorite songs...","1222 Commonwealth Ave, Allston, MA 02134",2007-07-16 22:00:00,Yelp,nightlife,USD,10,https://www.yelp.com/events/allston-the-field-real-stockholm-techno?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
60,SF Yelper DJing in Boston,"SF Yelper, Ruoho Ruotsi, will be spinning some banging techno this week. Should be a casual night of dancing in a chill environment. Show some Yelp love and...","512 Massachusetts Ave, Cambridge, MA 02139",2007-07-18 22:00:00,Yelp,nightlife,USD,5,https://www.yelp.com/events/cambridge-sf-yelper-djing-in-boston?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
61,Aromatherapy for Sexuality & Romance,"Sorry again about the short notice...  Learn how to smell like sex for $50.  By diffusing essential oils, and using them in personal care products,...","308 Harvard St, Ste A, Brookline, MA 02446",2007-07-17 20:00:00,Yelp,lectures-books,USD,50,https://www.yelp.com/events/brookline-aromatherapy-for-sexuality-and-romance?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
62,Keep It Local Streetball,The I Keep it Local Streetball Team is coming to entertain the kids at the Frisoli Youth Center in Cambridge.  The Team is made up of streetballers mostly...,"61 Willow St, Cambridge, MA",2007-07-19 19:30:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/cambridge-keep-it-local-streetball?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
63,Cinemental Presents Godspeed - A Fundraiser,CineMental goes to the Brattle to present its third screening event: a fundraiser for Godspeed the short film based on Lynnee Breedlove's novel of the same...,"40 Brattle St, Cambridge, MA 02138",2007-07-18 19:00:00,Yelp,film,USD,15,https://www.yelp.com/events/cambridge-cinemental-presents-godspeed-a-fundraiser?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
64,Sushi Snobs - Get Some Class,Fuji Sushi will take you to school on the basics of Japanese sushi rolling.  Their head sushi chef with 15 years of experience will teach you the right...,"136 Newbury St, Peabody, MA 01960",2007-07-18 18:00:00,Yelp,food-and-drink,USD,50,https://www.yelp.com/events/peabody-sushi-snobs-get-some-class?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
65,PUMA Pursuit Run-n-Mingle,"A social 3-mile run starting from City Sports on Boylston. Puts a whole new twist on ""chasing women."" Nothing like starting things off hot and...","55 Boylston Street, Chestnut Hill, MA 02467",2007-07-19 18:30:00,Yelp,sports-active-life,USD,,https://www.yelp.com/events/chestnut-hill-puma-pursuit-run-n-mingle?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
66,Midnight Madness Sale - Davis Square's Gone CRAZY,(Buying things will never fill that hole in your soul... But it sure does get you some cool s***!)  Davis Square has gone CRAZY!  Black &...,"Somerville, MA",2007-07-19 17:00:00,Yelp,nightlife,USD,,https://www.yelp.com/events/somerville-midnight-madness-sale-davis-squares-gone-crazy?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,0
